Account;2018-02-11;2018-02-12;2018-02-13;2018-02-14;2018-02-15;2018-02-16;2018-02-17;2018-02-18;2018-02-19;2018-02-20;2018-02-21;2018-02-22;2018-02-23;2018-02-24;2018-02-25;2018-02-26;2018-02-27;2018-02-28;2018-03-01;2018-03-02;2018-03-03;2018-03-04;2018-03-05;2018-03-06;2018-03-07;2018-03-08;2018-03-09;2018-03-10;2018-03-11;2018-03-12;2018-03-13;2018-03-14;2018-03-15;2018-03-16;2018-03-17;2018-03-18;2018-03-19;2018-03-20;2018-03-21;2018-03-22;2018-03-23;2018-03-24;2018-03-25;2018-03-26;2018-03-27;2018-03-28;2018-03-29;2018-03-30;2018-03-31;2018-04-01;2018-04-02;2018-04-03
La1_tve;529301;529498;529695;529839;529965;530122;530270;530469;530612;530818;530981;531142;531304;531439;531585;531752;531932;532167;532348;532483;532658;532836;532983;533102;533269;533380;533447;533557;533913;534137;534363.0;534578.0;534723.0;534867.0;534967.0;535098.0;535224.0;535330.0;535471.0;535596.0;535702.0;535790.0;535960.0;536071.0;536186.0;536285.0;536386.0;536461.0;536525.0;536603.0;536714.0;536806.0
laSextaTV;892683;892797;892917;893024;893093;893238;893338;893458;893560;893721;893824;893939;894093;894221;894374;894519;894690;894851;895009;895148;895325;895493;895626;895735;895880;896023;896113;896242;896678;896940;897164.0;897378.0;897531.0;897733.0;897848.0;898009.0;898175.0;898265.0;898433.0;898604.0;898792.0;898959.0;899248.0;899465.0;899642.0;899753.0;899880.0;899973.0;900068.0;900161.0;900333.0;900497.0
9gagtv;187593;187587;187564;187560;187537;187517;187509;187487;187483;187485;187484;187480;187468;187462;187431;187427;187412;187408;187396;187376;187350;187335;187310;187310;187308;187272;187189;187146;187123;187123;187135.0;187147.0;187179.0;187164.0;187149.0;187139.0;187116.0;187102.0;187097.0;187082.0;187064.0;187069.0;187062.0;187049.0;187060.0;187069.0;187055.0;187055.0;187040.0;187021.0;187018.0;187011.0
PrimeVideo;370899;370966;371026;371059;371096;371195;371280;371331;371398;371397;371460;371512;371641;371736;371822;371889;371972;372061;372197;372285;372384;372469;372577;372670;372741;372749;372705;372721;372847;372965;373043.0;373113.0;373204.0;373275.0;373318.0;373349.0;373390.0;373753.0;373878.0;374082.0;374220.0;374254.0;374301.0;374385.0;374470.0;374547.0;374752.0;374929.0;375053.0;375124.0;375252.0;375359.0
hulu;530572;530636;530700;530761;530845;530926;531003;531063;531136;531153;531197;531226;531267;531325;531382;531435;531503;531579;531609;531682;531761;531897;531980;532039;532074;532033;531834;531837;531927;532040;532168.0;532346.0;532279.0;532122.0;532111.0;531976.0;532023.0;532163.0;532244.0;532303.0;532399.0;532492.0;532578.0;532636.0;532755.0;532978.0;534970.0;535945.0;536313.0;536513.0;536665.0;536811.0
CBS;962960;963097;963220;963393;963494;963613;963655;963845;963984;964060;964633;965202;965727;966241;966750;967442;968094;968803;969505;970100;970722;971656;972301;972933;973462;973865;974010;974408;975060;975579;976186.0;976778.0;977325.0;977860.0;978005.0;978355.0;978590.0;978772.0;978912.0;979114.0;979264.0;979429.0;979820.0;980006.0;980231.0;980398.0;980579.0;980743.0;980867.0;981012.0;981256.0;981393.0
shows_tv;14278;14277;14282;14283;14280;14280;14282;14286;14291;14294;14294;14293;14294;14300;14301;14303;14302;14304;14308;14313;14318;14323;14329;14331;14332;14333;14334;14333;14337;14341;14340.0;14337.0;14337.0;14338.0;14339.0;14341.0;14342.0;14343.0;14341.0;14336.0;14335.0;14336.0;14337.0;14334.0;14335.0;14340.0;14345.0;14348.0;14350.0;14347.0;14344.0;14347.0
MarvelStudios;594150;598720;602741;604894;607517;611074;615008;619180;623007;626491;630246;633013;635688;638555;641815;644699;647279;649959;668602;683405;691983;697532;701077;704260;708076;712784;716414;720261;723080;726758;730595.0;733663.0;742413.0;779617.0;789067.0;794642.0;799151.0;803239.0;807189.0;810741.0;813745.0;816397.0;819094.0;824413.0;829484.0;832773.0;835881.0;839349.0;842376.0;845515.0;849176.0;853865.0
TwitterMovies;7192813;7192910;7193014;7193122;7193267;7193336;7193431;7193139;7192789;7192582;7192837;7193181;7193288;7193578;7193836;7194132;7194411;7194523;7194524;7194527;7194719;7196363;7196701;7196908;7197102;7196650;7194161;7193146;7193302;7193504;7193909.0;7194284.0;7194812.0;7195078.0;7195436.0;7195861.0;7196183.0;7196504.0;7196948.0;7197261.0;7197472.0;7197734.0;7197895.0;7197993.0;7198261.0;7198343.0;7198458.0;7198578.0;7198691.0;7198743.0;7198877.0;7198924.0
policia;3117492;3117893;3118427;3118816;3119193;3119617;3119971;3120497;3121080;3121448;3121958;3122551;3123132;3123692;3124301;3124879;3125650;3126547;3127086;3127603;3128212;3129034;3129803;3130578;3131442;3132134;3132597;3133141;3134534;3135620;3136571.0;3137480.0;3138346.0;3139253.0;3140056.0;3140914.0;3141577.0;3142257.0;3142978.0;3143739.0;3144564.0;3145324.0;3146419.0;3147099.0;3147920.0;3148522.0;3149210.0;3149978.0;3150766.0;3151544.0;3152122.0;3152763.0
CIA;2271869;2272040;2272290;2272964;2273112;2273513;2273504;2273763;2274139;2273916;2274577;2275065;2276491;2277350;2277887;2278388;2278921;2279436;2279784;2280125;2281588;2282090;2282497;2282849;2283241;2284302;2284519;2284727;2285001;2285441;2286553.0;2287249.0;2287958.0;2288576.0;2289282.0;2290083.0;2290730.0;2291345.0;2291926.0;2292550.0;2293097.0;2293582.0;2294070.0;2294616.0;2295194.0;2295816.0;2296293.0;2296879.0;2297764.0;2298262.0;2298736.0;2299274.0
WhiteHouse;16598790;16606210;16614102;16619715;16627579;16634148;16640176;16647305;16654111;16656929;16665725;16673322;16679775;16686267;16692940;16699430;16705780;16711277;16716017;16720966;16727490;16734108;16740732;16748096;16754589;16759141;16760978;16764759;16769378;16774203;16780819.0;16786490.0;16792430.0;16797372.0;16802538.0;16807853.0;16813981.0;16819705.0;16825513.0;16832565.0;16839142.0;16844343.0;16849816.0;16854894.0;16859406.0;16863590.0;16867201.0;16870721.0;16874168.0;16878329.0;16883129.0;16887845.0
casareal;822003;822599;823158;823736;824087;824390;824761;825203;825667;826047;826503;826987;827400;827846;828342;828906;829447;829945;830320;830629;831173;831742;832269;832793;833286;833643;833967;834284;834913;835432;835889.0;836367.0;836756.0;837212.0;837603.0;838051.0;838511.0;838933.0;839394.0;839825.0;840251.0;840690.0;841389.0;841863.0;842333.0;842689.0;843164.0;843624.0;844090.0;844482.0;844807.0;845372.0
nswpolice;152424;152480;152537;152573;152592;152647;152689;152719;152762;152797;152891;152920;152954;152996;153034;153072;153123;153147;153196;153216;153237;153251;153278;153306;153320;153342;153341;153357;153389;153425;153447.0;153469.0;153502.0;153536.0;153582.0;153647.0;153668.0;153696.0;153721.0;153742.0;153807.0;153844.0;153869.0;153909.0;153936.0;153963.0;154003.0;154033.0;154075.0;154100.0;154125.0;154412.0
guardiacivil;1176935;1177584;1178262;1179029;1179753;1180418;1181078;1181870;1182748;1183433;1184235;1185041;1185776;1186458;1187288;1188024;1188977;1190277;1191213;1191880;1192800;1194051;1195256;1196411;1197414;1198128;1198838;1199521;1202135;1203668;1205244.0;1206532.0;1207728.0;1208739.0;1209609.0;1210520.0;1211285.0;1212158.0;1212958.0;1213776.0;1214448.0;1215101.0;1216044.0;1216641.0;1217209.0;1217656.0;1218214.0;1218791.0;1219405.0;1220083.0;1220677.0;1221288.0
DGTes;198233;198324;198435;198524;198639;198712;198800;198909;199025;199186;199266;199372;199440;199482;199545;199661;200076;200581;200779;200949;201101;201239;201375;201488;201584;201625;201631;201675;201812;201898;201965.0;202017.0;202107.0;202203.0;202372.0;202457.0;202583.0;202725.0;202782.0;202841.0;202943.0;203047.0;203143.0;203191.0;203288.0;203428.0;203545.0;203650.0;203728.0;203980.0;204085.0;204142.0
esa;820840;821147;821486;821755;822026;822284;822545;822818;823015;823305;823651;824058;824317;824557;824849;825104;825387;825674;825840;825981;826264;826543;826829;827160;827487;827632;827703;827913;828224;828498;828760.0;829309.0;829641.0;829936.0;830241.0;830569.0;830864.0;831148.0;831487.0;831778.0;832107.0;832499.0;832762.0;833093.0;833498.0;833861.0;834244.0;834898.0;835448.0;836551.0;837095.0;837566.0
NASA;28439810;28450320;28461867;28471095;28478304;28488067;28494159;28505831;28516358;28524219;28537795;28552752;28566970;28581674;28595112;28608967;28622465;28634143;28638734;28641302;28651465;28666507;28682040;28697367;28712501;28724946;28733018;28745338;28758968;28773440;28789224.0;28820981.0;28838379.0;28853161.0;28869414.0;28886475.0;28900967.0;28913941.0;28928642.0;28944550.0;28962066.0;28979393.0;28993111.0;29005941.0;29020541.0;29034127.0;29048170.0;29063151.0;29077049.0;29091198.0;29107788.0;29120084.0
CERN;2560547;2560289;2560000;2560057;2559626;2559721;2558997;2558925;2558664;2558273;2558272;2558505;2559061;2559697;2560161;2560870;2561578;2562224;2562108;2561531;2562338;2563372;2564602;2565868;2567195;2568263;2569024;2570089;2571081;2572325;2573608.0;2575305.0;2576452.0;2577743.0;2579181.0;2580608.0;2581886.0;2583178.0;2584591.0;2586072.0;2587540.0;2589054.0;2590546.0;2592031.0;2593861.0;2595398.0;2596858.0;2598393.0;2600025.0;2601471.0;2603109.0;2604065.0
EU_Commission;901250;901793;902311;902838;903351;903842;904304;904690;905028;905423;906056;906750;907277;907855;908302;908911;909451;910047;910561;911042;911568;912268;912872;913545;914191;914654;914752;915031;915354;915914;916492.0;917067.0;917439.0;917883.0;918311.0;918721.0;919240.0;919742.0;920376.0;920981.0;921555.0;921987.0;922391.0;922792.0;923311.0;923718.0;924087.0;924438.0;924671.0;924990.0;925378.0;925671.0
UN;10043995;10046941;10050103;10052673;10055733;10059070;10061875;10065375;10068800;10071743;10076549;10081757;10086762;10091956;10097298;10103825;10112328;10118001;10121283;10123984;10128722;10133870;10139101;10144628;10149950;10153913;10155647;10158926;10163201;10166914;10171552.0;10176368.0;10180913.0;10185018.0;10188922.0;10193223.0;10197338.0;10201103.0;10205584.0;10210576.0;10214882.0;10218745.0;10222674.0;10226142.0;10230460.0;10233964.0;10237652.0;10241706.0;10245836.0;10249672.0;10254447.0;10259153.0
EUCouncil;308891;309092;309277;309491;309697;309910;310058;310235;310438;310642;310926;311181;311431;311692;311917;312291;312547;312834;313122;313428;313639;313943;314201;314525;314855;315119;315174;315312;315480;315732;316009.0;316283.0;316543.0;316758.0;316883.0;316985.0;317211.0;317473.0;317764.0;318175.0;318593.0;318843.0;319090.0;319340.0;319609.0;319845.0;320080.0;320258.0;320372.0;320516.0;320688.0;320806.0
ONU_es;933385;934083;934876;935436;936010;936681;937266;937913;938719;939414;940189;940913;941637;942321;943049;943716;944452;944999;945487;945910;946556;947242;947943;948705;949451;950289;950816;951341;951963;952790;953562.0;954395.0;955121.0;955844.0;956478.0;957310.0;958101.0;958862.0;959768.0;960609.0;961200.0;961724.0;962330.0;962849.0;963304.0;963786.0;964202.0;964704.0;965197.0;965659.0;966243.0;966744.0
UNICEF;7105693;7106457;7107600;7105431;7104597;7105646;7106226;7107402;7108207;7108420;7111063;7113798;7116429;7119125;7121436;7124505;7128244;7131218;7132895;7134045;7136859;7140353;7144024;7147549;7151132;7153215;7153431;7154714;7156923;7159521;7162214.0;7165052.0;7167720.0;7170518.0;7173070.0;7175845.0;7178485.0;7180783.0;7183588.0;7187588.0;7190798.0;7193713.0;7195734.0;7197521.0;7199160.0;7200687.0;7202412.0;7204171.0;7206164.0;7208597.0;7210508.0;7212228.0
sockington;1422982;1422811;1422568;1422458;1422267;1422101;1421900;1421788;1421689;1421364;1421290;1421213;1421143;1421093;1421005;1420955;1420868;1420868;1420867;1420867;1420836;1420790;1420714;1420645;1420597;1420545;1420414;1420333;1420286;1420228;1420178.0;1420132.0;1420106.0;1420050.0;1420009.0;1419974.0;1419925.0;1419854.0;1419809.0;1419819.0;1419786.0;1419751.0;1419753.0;1419829.0;1419927.0;1419985.0;1420091.0;1420252.0;1420478.0;1420664.0;1420812.0;1420972.0
Fascinatingpics;6356582;6357955;6361509;6363376;6363569;6367632;6372780;6380005;6386260;6390903;6400103;6408995;6417525;6427883;6436067;6445762;6453085;6460302;6460353;6459432;6468206;6481969;6495306;6508517;6520353;6529607;6535660;6537438;6546603;6556890;6567174.0;6578009.0;6587452.0;6598205.0;6609460.0;6621472.0;6631685.0;6640843.0;6651000.0;6662731.0;6673197.0;6684060.0;6695462.0;6706491.0;6717895.0;6729570.0;6741194.0;6753345.0;6766585.0;6778453.0;6789447.0;6797031.0
shedancestibet;24008;24002;24007;24011;24000;24006;24011;24004;24004;23988;23992;23997;23998;24002;24012;24013;24014;24009;24011;24019;24023;24026;24031;24045;24047;24022;23962;23938;23939;23950;23958.0;23958.0;23957.0;23960.0;23963.0;23971.0;23974.0;23983.0;23991.0;23991.0;23993.0;23997.0;24001.0;24013.0;24023.0;24017.0;24022.0;24033.0;24037.0;24039.0;24048.0;24052.0
A_single_bear;111505;111555;111600;111682;111778;111824;111840;111843;111847;111880;111963;111991;112026;112037;112058;112074;112129;112189;112233;112273;112320;112367;112392;112451;112482;112495;112580;112624;112639;112660;112751.0;112832.0;112912.0;112987.0;113060.0;113096.0;113125.0;113192.0;113202.0;113200.0;113245.0;113260.0;113262.0;113291.0;113387.0;113483.0;113551.0;113591.0;113602.0;113660.0;113771.0;113827.0
BronxZoosCobra;159124;159112;159111;159101;159098;159092;159088;159076;159064;159052;159041;159038;159036;159041;159038;159038;159027;159021;159018;159014;159014;159005;158991;158979;158975;158962;158946;158938;158939;158961;158976.0;158981.0;158976.0;158974.0;158963.0;158972.0;158959.0;158951.0;158938.0;158942.0;158938.0;158923.0;158928.0;158920.0;158891.0;158857.0;158839.0;158831.0;158829.0;158823.0;158813.0;158817.0
MoveTheWorld;117553;117566;117587;117600;117627;117650;117673;117694;117714;117718;117749;117781;117804;117835;117849;117867;117897;117922;117961;118003;118028;118046;118076;118117;118149;118120;118079;118069;118091;118143;118168.0;118208.0;118185.0;118227.0;118253.0;118278.0;118324.0;118338.0;118351.0;118376.0;118397.0;118442.0;118480.0;118504.0;118529.0;118568.0;118619.0;118639.0;118662.0;118693.0;118724.0;118745.0
peta;1060523;1060564;1060589;1060647;1060667;1060711;1060793;1060854;1060928;1060936;1061006;1061054;1061130;1061202;1061287;1061294;1061515;1061574;1061635;1061667;1061781;1061741;1061785;1061826;1061914;1061829;1061504;1061452;1061466;1061561;1061657.0;1061819.0;1061948.0;1062082.0;1062166.0;1062293.0;1062374.0;1062441.0;1062642.0;1062727.0;1062697.0;1062648.0;1062625.0;1062538.0;1062668.0;1062825.0;1062891.0;1062991.0;1063128.0;1063228.0;1063166.0;1063322.0
dodo;710757;713452;715780;717833;719277;720838;725222;729136;731261;732507;734762;736111;738413;743177;748071;751715;754008;756017;757586;759078;761435;763339;764614;765916;767082;768043;768920;770109;772468;774137;775726.0;777074.0;778374.0;779375.0;780628.0;781918.0;783048.0;784321.0;785545.0;786964.0;788393.0;789536.0;790997.0;792700.0;795171.0;796836.0;799164.0;801522.0;803793.0;806563.0;808672.0;810181.0
BuzzFeedAnimals;104402;104480;104537;104564;104624;104670;104704;104700;104740;104784;104815;104885;104952;105039;105126;105196;105260;105399;105514;105586;105670;105718;105770;105833;105889;105910;105917;105943;105979;106051;106106.0;106158.0;106196.0;106237.0;106273.0;106368.0;106411.0;106450.0;106497.0;106531.0;106593.0;106669.0;106790.0;106882.0;107043.0;107209.0;107359.0;107567.0;107751.0;107885.0;108087.0;108194.0
NationalZoo;419432;419053;418563;418438;417933;417521;416581;416442;416344;415941;415916;415859;415825;415846;415848;415909;415783;416504;418226;420015;421328;422176;423069;424007;424874;425441;426018;426556;427168;427761;428423.0;428717.0;428910.0;429241.0;429501.0;429785.0;430271.0;431445.0;433060.0;435341.0;437255.0;438929.0;440282.0;441747.0;443785.0;445730.0;447521.0;448827.0;449996.0;450737.0;451109.0;451353.0
fabulousanimals;1098714;1097520;1096869;1096835;1095024;1094135;1091913;1091627;1091413;1090966;1090887;1090770;1090847;1090939;1091131;1091155;1090428;1091136;1091217;1091158;1091594;1091801;1092328;1092869;1093399;1093705;1094069;1094162;1094009;1094361;1094831.0;1095429.0;;;;;;;;;;;;;;;;;;;;
darth;115948;116018;116117;116236;116309;116438;116483;116565;116652;116758;116924;117049;117149;117281;117620;117861;117965;118217;118373;118506;118569;118638;118721;118836;118970;119140;119176;119202;119217;119284;119613.0;119711.0;119836.0;119986.0;120104.0;120150.0;120225.0;120278.0;120421.0;120569.0;120787.0;120852.0;120895.0;120957.0;121031.0;121190.0;121310.0;121473.0;121550.0;121585.0;121610.0;121729.0
EmrgencyKittens;6380472;6383161;6388284;6393542;6394462;6401467;6406675;6415351;6422604;6427195;6434506;6442506;6450446;6458583;6464826;6471789;6476110;6482070;6484303;6484517;6495922;6511617;6527456;6543273;6557788;6570363;6582759;6591657;6597712;6610738;6625724.0;6641672.0;6656668.0;6672151.0;6688301.0;6705072.0;6719670.0;6732719.0;6746353.0;6760715.0;6773240.0;6786066.0;6798543.0;6810542.0;6823294.0;6836333.0;6849559.0;6862651.0;6877400.0;6890260.0;6903360.0;6912846.0
AnimalPlanet;1582528;1582640;1582731;1582945;1583172;1583344;1583494;1583853;1584261;1584597;1585023;1585395;1585870;1586356;1586932;1587457;1588027;1588766;1589009;1589193;1589775;1590465;1591094;1591712;1592375;1592763;1592995;1593527;1594400;1595648;1596867.0;1598130.0;1599208.0;1600366.0;1601765.0;1603092.0;1604329.0;1605519.0;1606762.0;1608031.0;1609389.0;1610743.0;1611988.0;1613142.0;1614513.0;1615743.0;1616981.0;1618334.0;1619793.0;1621232.0;1622774.0;1624150.0
natgeowild;921996;921891;921732;921697;921278;921011;920483;920513;920542;920459;920526;920655;920808;920982;921135;921265;921346;921485;921598;921686;921981;922188;922385;922639;922844;922954;923325;923672;923911;924223;924616.0;924905.0;925162.0;925436.0;925640.0;925851.0;926064.0;926262.0;926512.0;926726.0;926927.0;927141.0;927274.0;927379.0;927590.0;927748.0;927865.0;928053.0;928191.0;928300.0;928463.0;928602.0
TEDTalks;10962156;10963129;10964093;10964561;10964543;10965427;10965190;10966624;10968117;10968761;10971090;10974159;10976979;10980229;10983291;10986495;10989540;10992638;10994011;10994627;10997658;11001016;11004111;11007586;11010697;11012557;11012486;11014158;11016387;11018815;11021199.0;11024152.0;11025779.0;11028246.0;11030804.0;11033170.0;11035581.0;11037233.0;11039731.0;11042888.0;11045635.0;11048363.0;11050660.0;11052967.0;11055516.0;11057800.0;11060143.0;11062967.0;11065274.0;11067598.0;11070278.0;11072195.0
materia_ciencia;700210;700690;701196;701632;702172;702814;703380;703957;704691;705171;705783;706474;707151;707686;708303;708860;709525;710130;710383;710600;711142;711872;712578;713180;713882;714632;715216;715888;716618;717299;717968.0;718947.0;719620.0;720271.0;720941.0;721667.0;722374.0;723022.0;723857.0;724570.0;725277.0;725952.0;726644.0;727373.0;728183.0;728933.0;729647.0;729930.0;730521.0;731131.0;731852.0;732601.0
cienciaplus;386889;387123;387341;387509;387658;387887;388107;388304;388626;388846;389106;389391;389723;389983;390219;390464;390875;391416;391780;392079;392507;392979;393395;393771;394168;394650;395038;395422;395875;396293;396708.0;397169.0;397469.0;397776.0;398036.0;398387.0;398644.0;398881.0;399218.0;399483.0;399719.0;399921.0;400105.0;400263.0;400438.0;400654.0;400805.0;400909.0;401092.0;401290.0;401526.0;401774.0
WIREDScience;2096592;2096789;2097143;2097271;2097369;2097323;2097337;2097447;2097459;2097458;2097572;2097771;2097763;2097803;2097859;2097951;2098012;2098197;2098244;2098285;2098589;2098604;2098656;2098755;2098826;2098829;2098322;2098156;2098216;2098313;2098403.0;2098610.0;2098833.0;2098859.0;2098955.0;2099100.0;2099181.0;2099176.0;2099226.0;2099304.0;2099352.0;2099429.0;2099451.0;2099453.0;2099583.0;2099601.0;2099639.0;2099672.0;2099707.0;2099744.0;2099827.0;2100006.0
ScienceMarchDC;356102;356076;356082;356078;356105;356104;356135;356134;356115;356108;356115;356127;356136;356148;356154;356128;355873;355900;355899;355911;355966;355981;355991;355985;356002;355997;355994;356010;356011;356027;356073.0;356178.0;356184.0;356228.0;356227.0;356239.0;356223.0;356218.0;356209.0;356213.0;356177.0;356188.0;356157.0;356129.0;356121.0;356104.0;356054.0;356010.0;356007.0;355991.0;355972.0;355967.0
sciencemagazine;1110569;1111043;1111529;1111946;1112225;1112650;1112919;1113350;1113695;1114094;1114519;1114971;1115431;1115896;1116347;1116811;1117178;1117800;1118198;1118539;1119114;1119532;1119973;1120430;1120844;1121276;1121469;1121811;1122204;1122692;1123157.0;1123884.0;1124494.0;1125110.0;1125674.0;1126220.0;1126720.0;1127152.0;1127648.0;1128155.0;1128649.0;1129136.0;1129563.0;1129998.0;1130567.0;1131005.0;1131516.0;1131978.0;1132369.0;1132783.0;1133332.0;1133870.0
sciencemuseum;662211;662319;662449;662559;662671;662812;662929;663116;663262;663425;663590;663677;663825;663976;664138;664283;664442;664728;664872;664961;665247;665358;665464;665593;665722;665740;665746;665859;666009;666198;666330.0;666541.0;666659.0;666811.0;666940.0;667043.0;667145.0;667236.0;667335.0;667451.0;667562.0;667664.0;667776.0;667931.0;668105.0;668252.0;668388.0;668484.0;668588.0;668734.0;668927.0;669109.0
aaas;86132;86200;86314;86430;86569;86717;86870;87028;87105;87176;87249;87324;87404;87478;87546;87607;87680;87747;87798;87876;87927;87983;88049;88117;88186;88279;88314;88374;88424;88476;88560.0;88670.0;88747.0;88824.0;88902.0;88974.0;89044.0;89128.0;89206.0;89284.0;89342.0;89403.0;89448.0;89496.0;89562.0;89609.0;89675.0;89716.0;89753.0;89797.0;89849.0;89925.0
NSF;1086457;1086506;1086582;1086607;1086603;1086666;1086710;1086814;1086868;1086942;1087110;1087194;1087301;1087418;1087545;1087657;1087798;1088080;1088200;1088309;1088467;1088591;1088727;1088844;1088994;1089105;1089048;1089077;1089170;1089285;1089418.0;1089642.0;1089766.0;1089938.0;1090094.0;1090254.0;1090400.0;1090540.0;1090649.0;1090776.0;1090919.0;1091042.0;1091127.0;1091212.0;1091387.0;1091522.0;1091686.0;1091827.0;1091941.0;1092061.0;1092273.0;1092531.0
PopSci;1260357;1260377;1260409;1260378;1260208;1260150;1259920;1259990;1259999;1259984;1260110;1260181;1260332;1260435;1260565;1260642;1260783;1260985;1261153;1261254;1261451;1261657;1261836;1262022;1262139;1262224;1262144;1262199;1262444;1262651;1262880.0;1263200.0;1263439.0;1263693.0;1263955.0;1264192.0;1264384.0;1264479.0;1264565.0;1264705.0;1264794.0;1264957.0;1265024.0;1265080.0;1265264.0;1265313.0;1265414.0;1265458.0;1265500.0;1265615.0;1265832.0;1265998.0
scienceworldca;17067;17072;17082;17081;17082;17095;17111;17127;17134;17152;17160;17175;17198;17224;17248;17269;17291;17313;17345;17359;17371;17383;17395;17409;17427;17443;17463;17464;17469;17477;17491.0;17497.0;17507.0;17515.0;17524.0;17526.0;17540.0;17542.0;17548.0;17554.0;17561.0;17572.0;17591.0;17592.0;17599.0;17609.0;17611.0;17613.0;17617.0;17621.0;17626.0;17631.0
rdfrs;78569;78795;78886;79025;79112;79164;79227;79298;79363;79410;79428;79501;79570;79610;79641;79768;79826;79861;79903;79925;79985;80054;80115;80134;80162;80206;80243;80277;80312;80378;80440.0;80675.0;80757.0;80814.0;80874.0;80940.0;81002.0;81106.0;81185.0;81239.0;81271.0;81348.0;81386.0;81484.0;81614.0;81651.0;81707.0;81765.0;81818.0;81856.0;81892.0;81939.0
MarsCuriosity;3924023;3924315;3924646;3924912;3924972;3925214;3925024;3925622;3925906;3925935;3926414;3926982;3927423;3927842;3928123;3928427;3928696;3929042;3929286;3929299;3929558;3929878;3930167;3930439;3930726;3930617;3930263;3930386;3930608;3931056;3931386.0;3932347.0;3932580.0;3932788.0;3932978.0;3933187.0;3933354.0;3933406.0;3933451.0;3933984.0;3934959.0;3936131.0;3936861.0;3937498.0;3938089.0;3938680.0;3939324.0;3940283.0;3940899.0;3941596.0;3942469.0;3943117.0
cienciatmx;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;22;22;22;22;22;22;22;22;22;22;22;22.0;22.0;22.0;22.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
CdeCiencia;52214;52305;52411;52484;52591;52680;52765;52874;53007;53102;53198;53297;53397;53482;53581;53681;53795;53887;53974;54041;54248;54388;54529;54680;54799;54926;54990;55072;55270;55395;55568.0;55901.0;55983.0;56063.0;56273.0;56398.0;56500.0;56573.0;56668.0;56749.0;56857.0;57038.0;57190.0;57277.0;57360.0;57436.0;57508.0;57604.0;57859.0;58060.0;58217.0;58320.0
StockTwits;596613;596747;596898;597025;597109;597221;597313;597196;597290;597333;597526;597649;597750;597832;597950;598121;598311;598483;598573;598669;598722;598827;598983;599133;599294;599374;599293;599293;599366;599533;599666.0;599794.0;599862.0;599915.0;599916.0;600005.0;600127.0;600203.0;600317.0;600415.0;600510.0;600569.0;600598.0;600689.0;600836.0;600967.0;601083.0;601153.0;601205.0;601216.0;601386.0;601523.0
business;4597821;4599943;4602357;4604201;4606219;4608358;4610485;4612686;4614775;4616850;4619364;4621984;4624149;4626142;4627950;4629683;4631554;4633433;4634930;4636327;4637959;4639526;4641282;4643171;4645136;4646540;4646428;4647343;4649045;4650970;4653212.0;4655522.0;4657471.0;4659365.0;4661417.0;4663462.0;4665749.0;4667950.0;4670341.0;4672679.0;4674865.0;4676724.0;4678547.0;4680445.0;4682606.0;4684482.0;4686415.0;4688484.0;4690183.0;4691804.0;4693728.0;4695593.0
1Brokercom;4511;4523;4559;4565;4590;4592;4590;4598;4603;4607;4607;4611;4616;4619;4621;4621;4623;4630;4634;4636;4644;4647;4651;4655;4658;4661;4654;4661;4661;4667;4671.0;4679.0;4683.0;4684.0;4685.0;4690.0;4715.0;4719.0;4725.0;4732.0;4733.0;4744.0;4752.0;4752.0;4751.0;4753.0;4762.0;4759.0;4765.0;4767.0;4772.0;4773.0
LSFinancial;15383;15384;15383;15382;15383;15382;15379;15379;15381;15377;15377;15378;15381;15381;15379;15377;15382;15386;15387;15393;15392;15393;15387;15391;15389;15388;15380;15374;15378;15376;15377.0;15373.0;15373.0;15376.0;15375.0;15374.0;15374.0;15375.0;15377.0;15382.0;15382.0;15385.0;15386.0;15389.0;15388.0;15388.0;15387.0;15386.0;15391.0;15390.0;15389.0;15394.0
TV_TradingIdeas;13487;13490;13511;13523;13528;13557;13597;13622;13627;13637;13639;13646;13653;13680;13680;13688;13718;13804;13820;13837;13864;13871;13874;13895;13909;13928;13907;13913;13913;13902;13920.0;13945.0;13970.0;13968.0;13938.0;13925.0;13916.0;13905.0;13898.0;13876.0;13856.0;13862.0;13881.0;13884.0;13873.0;13881.0;13909.0;13919.0;13919.0;13925.0;13942.0;13943.0
mytradingbuddy;85102;85075;85049;85005;84944;84913;84831;84667;84480;84268;84343;84415;84449;84484;84528;84543;84555;84600;84636;84654;84705;84732;84771;84790;84771;84653;84223;84119;84163;84202;84219.0;84260.0;84287.0;84283.0;84262.0;84264.0;84291.0;84285.0;84312.0;84324.0;84365.0;84385.0;84389.0;84385.0;84404.0;84406.0;84405.0;84389.0;84392.0;84392.0;84393.0;84400.0
